user_id,amount,hour,day_of_week,is_weekend,merchant_encoded,amount_scaled,user_id_scaled,is_night,is_lunch,is_evening
190,1541.37,8,4,0,2,-0.515937859107272,1.5411716133088376,0,0,0
56,677.25,8,6,1,2,-0.899361909201586,-0.7963156100458229,0,0,0
57,1954.36,14,1,0,0,-0.3326875021563267,-0.778871675543176,0,1,0
41,103.49,16,1,0,3,-1.1539485209940612,-1.0579746275855235,0,0,0
98,1963.9,14,5,1,1,-0.32845444952717817,-0.06367036093466062,0,1,0
12,2304.9,13,5,1,1,-0.17714722242658903,-1.5638487281622784,0,1,0
159,344.85,15,2,0,4,-1.0468531769090226,1.0004096437267893,0,0,0
59,580.59,15,4,0,2,-0.9422515179157881,-0.7439838065378827,0,0,0
94,673.12,23,2,0,3,-0.9011944571427163,-0.1334460989452475,1,0,0
175,2383.9,13,6,1,1,-0.14209364195460503,1.2795125957691367,0,1,0
70,641.18,7,5,1,3,-0.915366752842402,-0.5521005270087688,0,0,0
197,2987.79,17,4,0,0,0.12586213920015968,1.6632791548273644,0,0,1
146,2862.07,10,0,0,0,0.07007813746676954,0.7736384951923819,0,0,0
165,5840.0,11,5,1,2,1.3914339462634189,1.1050732507426695,0,0,0
110,6007.0,8,2,0,0,1.465534553083942,0.1456568530971,0,0,0
131,7961.43,13,4,0,0,2.332746822474571,0.5119794776526811,0,1,0
109,1260.68,7,0,0,0,-0.6404845616728565,0.12821291859445327,0,0,0
136,6413.03,7,6,1,2,1.6456966452236845,0.5991991501659147,0,0,0
138,143.62,22,4,0,3,-1.1361421895467103,0.6340870191712081,1,0,0
41,2469.26,19,6,1,1,-0.10421802639652201,-1.0579746275855235,0,0,1
130,3793.93,0,2,0,2,0.4835595235252885,0.4945355431500344,1,0,0
156,5098.89,20,6,1,1,1.0625914269774437,0.9480778402188491,1,0,1
1,2892.14,9,4,0,2,0.08342068385654863,-1.7557320076913923,0,0,0
79,9644.69,13,6,1,0,3.079636567604594,-0.3951051164849483,0,1,0
18,815.05,6,2,0,3,-0.8382178156694418,-1.4591851211463982,1,0,0
141,5287.34,19,5,1,0,1.146209746470423,0.6864188226791483,0,0,1
187,439.84,11,0,0,3,-1.0047045742630254,1.4888398098008973,0,0,0
167,6032.81,10,4,0,1,1.4769868684254854,1.1399611197479629,0,0,0
151,291.25,14,5,1,3,-1.070636365684951,0.8608581677056155,0,1,0
162,1077.3,10,0,0,0,-0.7218532399887101,1.0527414472347294,0,0,0
172,828.0,10,0,0,4,-0.8324716907692874,1.2271807922611966,0,0,0
147,9783.92,11,6,1,0,3.1414151753149016,0.7910824296950286,0,0,0
111,4122.75,14,3,0,2,0.6294622872062731,0.16310078759974672,0,1,0
173,4476.74,13,3,0,1,0.7865333878553568,1.2446247267638433,0,1,0
64,4492.77,23,6,1,0,0.7936461586777103,-0.6567641340246491,1,0,0
72,2788.93,9,3,0,1,0.0376247339766313,-0.5172126580034753,0,0,0
13,523.06,10,3,0,4,-0.9677785113911457,-1.5464047936596317,0,0,0
193,1090.95,23,6,1,4,-0.7157965137426014,1.5935034168167777,1,0,0
98,1504.23,9,2,0,1,-0.5324174790911894,-0.06367036093466062,0,0,0
117,6390.65,23,0,0,0,1.6357662764773173,0.267764394615627,1,0,0
40,821.81,13,1,0,4,-0.8352182940999403,-1.0754185620881702,0,1,0
139,557.06,11,3,0,4,-0.9526921603019374,0.6515309536738548,0,0,0
41,4783.48,18,0,0,0,0.9226388976525259,-1.0579746275855235,0,0,1
153,1891.94,22,0,0,0,-0.3603842678912791,0.8957460367109089,1,0,0
153,1428.16,17,1,0,0,-0.5661709710722505,0.8957460367109089,0,0,1
134,3969.8,17,5,1,2,0.5615958931152611,0.5643112811606212,0,0,1
172,5692.03,21,5,1,1,1.3257772588907673,1.2271807922611966,1,0,0
19,6003.93,12,5,1,1,1.4641723443238284,-1.4417411866437515,0,1,0
68,928.09,13,1,0,4,-0.7880601354599092,-0.5869883960140622,0,1,0
95,736.91,21,2,0,3,-0.8728898002021105,-0.11600216444260078,1,0,0
168,494.52,9,1,0,3,-0.9804421719819105,1.1574050542506098,0,0,0
170,249.28,0,4,0,3,-1.0892591349559528,1.1922929232559032,1,0,0
70,1780.85,21,6,1,0,-0.40967670149422475,-0.5521005270087688,1,0,0
163,1376.09,16,1,0,2,-0.5892752740491646,1.070185381737376,0,0,0
71,7184.04,15,5,1,1,1.9878062791439934,-0.5346565925061221,0,0,0
68,832.99,0,5,1,4,-0.8302575468888418,-0.5869883960140622,1,0,0
177,567.55,19,6,1,3,-0.9480375772747082,1.31440046477443,0,0,1
38,757.88,16,5,1,4,-0.8635850713097369,-1.1103064310934638,0,0,0
92,7076.79,9,6,1,1,1.9402177157817115,-0.16833396795054092,0,0,0
144,389.02,18,5,1,3,-1.0272542319793068,0.7387506261870884,0,0,1
46,4660.99,22,3,0,2,0.8682880992726106,-0.97075495507229,1,0,0
106,1957.72,3,3,0,2,-0.3311966156957461,0.07588111508651313,1,0,0
10,328.98,19,1,0,3,-1.0538949531380146,-1.5987365971675718,0,0,1
79,425.94,10,4,0,3,-1.0108722295612607,-0.3951051164849483,0,0,0
198,2229.55,10,1,0,2,-0.21058123873752563,1.6807230893300114,0,0,0
138,4191.91,12,0,0,1,0.6601497001865567,0.6340870191712081,0,1,0
68,7833.6,21,0,0,0,2.2760265795412327,-0.5869883960140622,1,0,0
81,4568.17,7,4,0,1,0.8271023607990721,-0.36021724747965483,0,0,0
182,477.28,17,6,1,3,-0.988091839416556,1.4016201372876638,0,0,1
185,695.32,0,6,1,4,-0.8913439573138802,1.4539519407956039,1,0,0
170,5769.96,10,1,0,1,1.3603560630196498,1.1922929232559032,0,0,0
105,2029.56,18,1,0,1,-0.299320043276666,0.05843718058386641,0,0,1
174,1202.81,14,6,1,1,-0.6661624186591061,1.26206866126649,0,1,0
1,3480.15,16,1,0,1,0.3443302516202362,-1.7557320076913923,0,0,0
114,3574.39,11,3,0,1,0.3861460671098535,0.21543259110768687,0,0,0
189,5390.54,10,2,0,1,1.1920012591882554,1.5237276788061909,0,0,0
193,5462.69,17,0,0,0,1.2240153836319723,1.5935034168167777,0,0,1
7,1978.39,17,2,0,0,-0.3220250016659244,-1.651068400675512,0,0,1
162,5641.83,11,5,1,2,1.3035027052237598,1.0527414472347294,0,0,0
63,2696.98,9,3,0,2,-0.003174971395506957,-0.6742080685272958,0,0,0
109,6135.21,17,4,0,0,1.5224234081765127,0.12821291859445327,0,0,1
13,514.92,9,0,0,4,-0.9713903613283855,-1.5464047936596317,0,0,0
144,470.26,10,1,0,3,-0.9912067272002693,0.7387506261870884,0,0,0
185,547.78,13,6,1,4,-0.9568098467168741,1.4539519407956039,0,1,0
116,538.16,13,1,0,4,-0.9610783966427032,0.2503204601129803,0,1,0
200,538.2,19,5,1,4,-0.9610606479943627,1.7156109583353047,0,0,1
86,3790.74,14,3,0,0,0.4821440688201539,-0.27299757496642124,0,1,0
99,2042.54,21,5,1,0,-0.2935606068902564,-0.046226426432013905,1,0,0
16,3584.26,9,4,0,0,0.3905255460878091,-1.4940729901516916,0,0,0
179,5163.09,20,5,1,2,1.091078007563537,1.3492883337797237,1,0,1
193,2196.27,19,2,0,2,-0.2253481141566096,1.5935034168167777,0,0,1
192,465.99,19,0,0,4,-0.9931013954105902,1.576059482314131,0,0,1
